subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,7/6/2018,7/4/2017,7/8/2017,Ipsos,B+,1357,rv,.0935767,0,42.8,34.6,47.43012,38.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49955,79277,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/5/2017,7/9/2017,Ipsos,B+,1341,rv,.0921311,0,42.3,33.6,46.93012,37.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49954,79276,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/6/2017,7/10/2017,Ipsos,B+,1334,rv,.0911924,0,41.9,33.1,46.53012,37.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49953,79275,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/7/2017,7/9/2017,Morning Consult,B-,1983,rv,.4011766,0,43,40,47.30625,41.4075,"","",https://morningconsult.com/wp-content/uploads/2017/07/170701_crosstabs_Politico_v1_AP-1-1.pdf,49960,78517,7/12/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/7/2017,7/11/2017,Ipsos,B+,1306,rv,.0887138,0,41.9,32.9,46.53012,37.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49967,79274,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/9/2017,7/11/2017,YouGov,B,1274,rv,.5433725,0,39,32,44.06893,35.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/38eszqtohw/econTabReport.pdf,49958,78515,7/12/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/8/2017,7/12/2017,Ipsos,B+,1316,rv,.0887472,0,40.3,33.6,44.93012,37.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49966,79273,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/9/2017,7/13/2017,Ipsos,B+,1311,rv,.0877508,0,39,33.8,43.63012,38.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49965,79272,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/10/2017,7/14/2017,Ipsos,B+,1275,rv,.084703,0,39.5,33.5,44.13012,37.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49984,79271,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/10/2017,7/13/2017,ABC News/Washington Post,A+,859,rv,1.765133,0,52,38,50.79271,37.42149,"","",https://www.washingtonpost.com/politics/ahead-of-midterms-voters-prefer-democrats-even-as-republicans-appear-more-motivated-to-vote/2017/07/19/470441d6-6c01-11e7-96ab-5f38140b38cc_story.html?utm_term=.a531d42d6cc5,49973,78559,7/19/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/11/2017,7/15/2017,Ipsos,B+,1246,rv,.0821505,0,39.6,33.8,44.23012,38.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49983,79270,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/13/2017,7/15/2017,Morning Consult,B-,1994,rv,.3860273,0,42,40,46.30625,41.4075,"","",https://morningconsult.com/wp-content/uploads/2017/07/170705_topline_Politico_v1_TB-2.pdf,49989,78566,7/19/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/12/2017,7/16/2017,Ipsos,B+,1218,rv,.0796885,0,39.7,35.5,44.33012,39.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49982,79269,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/13/2017,7/17/2017,Ipsos,B+,1194,rv,.0775099,0,41.9,34.9,46.53012,39.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49981,79268,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/14/2017,7/18/2017,Ipsos,B+,1213,rv,.0781201,0,41.9,34.9,46.53012,39.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49997,79267,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/14/2017,7/17/2017,Public Policy Polling,B,836,rv,1.122584,0,50,40,48.75253,39.81252,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_71817.pdf,49979,78545,7/18/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/15/2017,7/19/2017,Ipsos,B+,1265,rv,.0808086,0,39.4,35.7,44.03012,39.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49996,79266,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/15/2017,7/18/2017,YouGov,B,1264,rv,.5420751,0,40,34,45.06893,37.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tkeqcl9vz3/econTabReport.pdf,49987,78563,7/19/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/16/2017,7/20/2017,Ipsos,B+,1309,rv,.0829329,0,39.3,35.7,43.93012,39.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,49995,79265,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/17/2017,7/21/2017,Ipsos,B+,1332,rv,.0836982,0,38.1,34.5,42.73012,38.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50013,79264,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/18/2017,7/22/2017,Ipsos,B+,1349,rv,.0840674,0,37.8,33.5,42.43012,37.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50012,79263,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/19/2017,7/23/2017,Ipsos,B+,1296,rv,.0800975,0,37.7,34.9,42.33012,39.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50011,79262,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/20/2017,7/24/2017,Ipsos,B+,1276,rv,.0782102,0,40.7,34,45.33012,38.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50010,79261,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/20/2017,7/24/2017,Morning Consult,B-,3981,rv,.7314567,0,40,40,44.30625,41.4075,"","",https://morningconsult.com/wp-content/uploads/2017/07/170708_crosstabs_Politico_v1_TB.pdf,50008,78609,7/26/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/21/2017,7/25/2017,Ipsos,B+,1265,rv,.0768967,0,40.7,33.9,45.33012,38.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50024,79260,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/22/2017,7/26/2017,Ipsos,B+,1241,rv,.0748131,0,43.1,33.1,47.73012,37.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50023,79259,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/23/2017,7/25/2017,YouGov,B,1270,rv,.5433521,0,40,34,45.06893,37.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4wgpax6ng/econTabReport.pdf,50014,78608,7/26/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/23/2017,7/27/2017,Ipsos,B+,1804,rv,.1078295,0,42.5,34,47.13012,38.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50022,79258,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/24/2017,7/28/2017,Ipsos,B+,2835,rv,.1680694,0,43.9,32.4,48.53012,36.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50038,79257,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/21/2017,7/31/2017,Gravis Marketing,C+,1917,a,1.367628,0,46,40,45.97591,39.24836,"","",http://orlando-politics.com/2017/08/11/new-poll-donald-trump-twice-as-popular-as-mitch-mcconnell/amp/,50080,78710,8/14/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/25/2017,7/29/2017,Ipsos,B+,3119,rv,.183666,0,42.9,32.6,47.53012,36.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50037,79256,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/27/2017,7/29/2017,Morning Consult,B-,1972,rv,.3779356,0,44,37,48.30625,38.4075,"","",http://www.politico.com/f/?id=0000015d-9a1e-da7a-a5df-dbbe5f4a0001,50032,78647,8/2/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/26/2017,7/30/2017,Ipsos,B+,3128,rv,.1832583,0,42.8,32.4,47.43012,36.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50036,79255,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/27/2017,7/31/2017,Ipsos,B+,3178,rv,.185516,0,42.3,33.3,46.93012,37.54221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50035,79254,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/27/2017,8/1/2017,Quinnipiac University,A-,1125,rv,1.235105,0,52,38,49.85197,37.74236,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2477,50042,78651,8/3/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/28/2017,8/1/2017,Ipsos,B+,2614,rv,.1523035,0,42.5,33.4,47.13012,37.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50052,79253,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/29/2017,8/2/2017,Ipsos,B+,1685,rv,.098104,0,40.8,34,45.43012,38.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50051,79252,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/30/2017,8/3/2017,Ipsos,B+,1372,rv,.0798301,0,39.6,34.4,44.23012,38.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50050,79251,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/31/2017,8/1/2017,YouGov,B,1329,rv,.5619426,0,39,34,44.06893,37.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tn9k94h20u/econTabReport.pdf,50040,78646,8/2/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,7/31/2017,8/4/2017,Ipsos,B+,1372,rv,.0797662,0,40.2,35.4,44.83012,39.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50063,79250,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/1/2017,8/5/2017,Ipsos,B+,1340,rv,.0778366,0,42,34.1,46.63012,38.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50062,79249,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/2/2017,8/6/2017,Ipsos,B+,1343,rv,.0779437,0,42.4,32.4,47.03012,36.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50061,79248,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/3/2017,8/7/2017,Ipsos,B+,1354,rv,.0785297,0,42.4,33,47.03012,37.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50060,79247,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/3/2017,8/6/2017,Morning Consult,B-,1992,rv,.4044917,0,43,36,47.30625,37.4075,"","",http://www.politico.com/f/?id=0000015d-c4ae-d494-a77f-e6be72bd0000,50065,78683,8/9/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/3/2017,8/6/2017,CNN/SSRS,A-,921,rv,1.499295,0,51,42,48.44469,40.45926,"","",http://i2.cdn.turner.com/cnn/2017/images/08/10/poll.toplines.pdf,50056,78692,8/10/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/4/2017,8/8/2017,Ipsos,B+,1431,rv,.0829399,0,45,33.3,49.63012,37.54221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50076,79246,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/5/2017,8/9/2017,Ipsos,B+,1447,rv,.08382,0,44.2,33.2,48.83012,37.44221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50075,79245,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/6/2017,8/8/2017,YouGov,B,1303,rv,.5494791,0,39,34,44.06893,37.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7421rdkvgi/econToplines.pdf,50066,78688,8/9/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/6/2017,8/10/2017,Ipsos,B+,1473,rv,.0852912,0,42.6,33.4,47.23012,37.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50074,79244,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/7/2017,8/11/2017,Ipsos,B+,1515,rv,.0876862,0,42.4,34.2,47.03012,38.44221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50089,79243,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/8/2017,8/12/2017,Marist College,A,883,rv,1.694153,0,47,40,47.15796,40.36023,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170809/Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_August%202017.pdf,50091,78726,8/15/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/8/2017,8/12/2017,Ipsos,B+,1455,rv,.0841683,0,42.2,33.5,46.83012,37.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50088,79242,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/9/2017,8/13/2017,Ipsos,B+,1394,rv,.0805995,0,42,32.9,46.63012,37.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50087,79241,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/9/2017,8/15/2017,Quinnipiac University,A-,1361,rv,1.308385,0,50,40,47.85197,39.74236,"","",https://poll.qu.edu/images/polling/us/us08172017_Ucva52n.pdf/,50099,78739,8/17/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/10/2017,8/14/2017,Ipsos,B+,1372,rv,.07929,0,43.3,32,47.93012,36.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50086,79240,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/10/2017,8/14/2017,Morning Consult,B-,1997,rv,.4283667,0,40,38,44.30625,39.4075,"","",https://morningconsult.com/wp-content/uploads/2017/08/170806_crosstabs_Politico_v2_TB.pdf,50098,78737,8/17/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/11/2017,8/15/2017,Ipsos,B+,1362,rv,.0786755,0,43.2,31.7,47.83012,35.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50105,79239,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/12/2017,8/16/2017,Ipsos,B+,1685,rv,.0972918,0,43.8,30.6,48.43012,34.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50104,79238,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/13/2017,8/15/2017,YouGov,B,1282,rv,.5415652,0,41,33,46.06893,36.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9h2c1c3new/econTabReport.pdf,50095,78732,8/16/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/13/2017,8/17/2017,Ipsos,B+,1945,rv,.1122925,0,43.6,31.7,48.23012,35.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50103,79237,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/13/2017,8/17/2017,Lake Research Partners/The Tarrance Group,"",1000,rv,1.244805,0,46,40,45.70956,39.37249,"","",https://mediarelations.gwu.edu/sites/mediarelations.gwu.edu/files/GWBattlegroundPoll62-questionnaire.pdf,50128,80145,1/4/2018,11:22:10  6 Jul 2018
All polls,7/6/2018,8/14/2017,8/18/2017,Ipsos,B+,2276,rv,.1314387,0,41.8,32.2,46.43012,36.44221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50120,79236,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/15/2017,8/19/2017,Ipsos,B+,2595,rv,.149938,0,41.4,33.1,46.03012,37.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50119,79235,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/16/2017,8/20/2017,Ipsos,B+,2829,rv,.1636255,0,41.8,33,46.43012,37.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50118,79234,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/17/2017,8/19/2017,Morning Consult,B-,1987,rv,.4300017,0,41,36,45.30625,37.4075,"","",http://www.politico.com/f/?id=0000015e-0bfc-d354-abfe-abfe66d70000,50122,78774,8/23/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/17/2017,8/21/2017,Ipsos,B+,2491,rv,.1443402,0,40.7,33.8,45.33012,38.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50117,79233,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/17/2017,8/22/2017,Quinnipiac University,A-,1514,rv,1.490553,0,50,38,47.85197,37.74236,"","",https://poll.qu.edu/images/polling/us/us08242017_Ua27nbp.pdf/,50126,78782,8/24/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/18/2017,8/22/2017,Ipsos,B+,2264,rv,.1314907,0,40.3,33.9,44.93012,38.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50136,79232,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/18/2017,8/21/2017,Public Policy Polling,B,887,rv,1.164264,0,49,35,47.75253,34.81252,"","",http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_82317.pdf,50124,78776,8/23/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/19/2017,8/23/2017,Ipsos,B+,2005,rv,.1167743,0,41,33.9,45.63012,38.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50135,79231,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/20/2017,8/22/2017,YouGov,B,1316,rv,.5561657,0,39,33,44.06893,36.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6q36eat3uv/econTabReport.pdf,50123,78773,8/23/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/20/2017,8/24/2017,Ipsos,B+,1732,rv,.1012225,0,40.9,33.8,45.53012,38.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50134,79230,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/21/2017,8/25/2017,Ipsos,B+,1612,rv,.0945804,0,42.4,33.7,47.03012,37.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50148,79229,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/22/2017,8/26/2017,Ipsos,B+,1352,rv,.0796687,0,42.6,33.9,47.23012,38.14221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50147,79228,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/23/2017,8/27/2017,Ipsos,B+,1065,rv,.0630334,0,43.5,32.5,48.13012,36.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50146,79227,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/24/2017,8/28/2017,Morning Consult,B-,1999,rv,.4405291,0,40,36,44.30625,37.4075,"","",https://morningconsult.com/wp-content/uploads/2017/08/170814_crosstabs_Politico_v1_TB-1.pdf,50150,78816,8/30/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/24/2017,8/28/2017,McLaughlin & Associates,C-,1000,lv,.8185471,0,44.2,44.2,46.19123,41.70348,"","",http://mclaughlinonline.com/2017/11/16/ma-national-survey-results-11-14-17/,50463,79638,11/16/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/24/2017,8/28/2017,Ipsos,B+,1513,rv,.0899179,0,41.3,35,45.93012,39.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50145,79226,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/25/2017,8/29/2017,Ipsos,B+,1480,rv,.0883465,0,40.5,33.8,45.13012,38.04221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50162,79225,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/26/2017,8/30/2017,Ipsos,B+,1397,rv,.0837792,0,38.4,35.4,43.03012,39.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50161,79224,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/27/2017,8/29/2017,YouGov,B,1278,rv,.543647,0,40,32,45.06893,35.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3cpxyte95h/econToplines.pdf,50151,78818,8/30/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/27/2017,8/31/2017,Ipsos,B+,1717,rv,.1034521,0,38.7,36,43.33012,40.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50160,79223,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/28/2017,9/1/2017,Ipsos,B+,1999,rv,.1210636,0,39.8,35.7,44.43012,39.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50174,79222,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/29/2017,9/2/2017,Ipsos,B+,1530,rv,.0932158,0,40.9,36,45.53012,40.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50173,79221,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/30/2017,9/3/2017,Ipsos,B+,1468,rv,.0899953,0,41,37.1,45.63012,41.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50172,79220,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/31/2017,9/3/2017,Morning Consult,B-,1993,rv,.4431471,0,43,38,47.30625,39.4075,"","",https://morningconsult.com/wp-content/uploads/2017/09/170817_crosstabs_Politico_v1_TB-1.pdf,50170,78854,9/7/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,8/31/2017,9/4/2017,Ipsos,B+,1461,rv,.0901419,0,41.2,36.5,45.83012,40.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50171,79219,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/1/2017,9/5/2017,Ipsos,B+,1399,rv,.0868894,0,41.3,35.6,45.93012,39.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50185,79218,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/3/2017,9/5/2017,YouGov,B,1303,rv,.5544844,0,39,33,44.06893,36.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,50176,78852,9/6/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/2/2017,9/6/2017,Ipsos,B+,1401,rv,.0875236,0,39.5,37.5,44.13012,41.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50184,79217,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/3/2017,9/7/2017,Ipsos,B+,1378,rv,.0864994,0,40.1,37,44.73012,41.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50183,79216,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/4/2017,9/8/2017,Ipsos,B+,1436,rv,.0904472,0,39.9,36.7,44.53012,40.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50197,79215,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/5/2017,9/9/2017,Ipsos,B+,1419,rv,.0895369,0,39.7,36.6,44.33012,40.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50196,79214,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/6/2017,9/10/2017,Ipsos,B+,1407,rv,.0887746,0,40.7,35,45.33012,39.24221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50195,79213,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/7/2017,9/11/2017,Ipsos,B+,1416,rv,.0892401,0,42.3,33.4,46.93012,37.64221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50194,79212,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/7/2017,9/11/2017,Morning Consult,B-,1976,rv,.4370715,0,40,37,44.30625,38.4075,"","",http://www.politico.com/f/?id=0000015e-784f-dad5-a77f-7cef00960000,50198,78884,9/13/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/8/2017,9/12/2017,Ipsos,B+,1417,rv,.089129,0,43,32.6,47.63012,36.84221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50210,79211,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/9/2017,9/13/2017,Ipsos,B+,1416,rv,.0888447,0,43.9,32.5,48.53012,36.74221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50209,79210,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/10/2017,9/12/2017,YouGov,B,1309,rv,.5590277,0,40,31,45.06893,34.18279,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iaun8oq0e2/econTabReport.pdf,50200,78889,9/13/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/10/2017,9/14/2017,Ipsos,B+,1401,rv,.0876591,0,44.3,32.1,48.93012,36.34221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50208,79209,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/11/2017,9/15/2017,Ipsos,B+,1329,rv,.0829144,0,44.8,32.7,49.43012,36.94221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50224,79208,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/12/2017,9/16/2017,Ipsos,B+,1303,rv,.0810473,0,43.1,33.2,47.73012,37.44221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50223,79207,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/13/2017,9/17/2017,Ipsos,B+,1274,rv,.0790061,0,43.2,33.2,47.83012,37.44221,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,50222,79206,10/27/2017,11:22:10  6 Jul 2018
All polls,7/6/2018,9/14/2017,9/18/2017,NBC News/Wall Street Journal,A-,900,a,1.440465,0,48,42,46.87023,40.83254,"","",http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/HUB_NBCPolitics_Front/17363%20NBCWSJ%20September%20Poll%20(9-21-17%20Release).pdf,50231,78934,9/21/2017,11:22:10  6 Jul 2018
